red_fighter_name;blue_fighter_name;event_date;red_fighter_nickname;blue_fighter_nickname;red_fighter_result;blue_fighter_result;method;round;time;time_format;referee;details;bout_type;bonus;event_name;event_location;red_fighter_KD;blue_fighter_KD;red_fighter_sig_str;blue_fighter_sig_str;red_fighter_sig_str_pct;blue_fighter_sig_str_pct;red_fighter_total_str;blue_fighter_total_str;red_fighter_TD;blue_fighter_TD;red_fighter_TD_pct;blue_fighter_TD_pct;red_fighter_sub_att;blue_fighter_sub_att;red_fighter_rev;blue_fighter_rev;red_fighter_ctrl;blue_fighter_ctrl;red_fighter_sig_str_head;blue_fighter_sig_str_head;red_fighter_sig_str_body;blue_fighter_sig_str_body;red_fighter_sig_str_leg;blue_fighter_sig_str_leg;red_fighter_sig_str_distance;blue_fighter_sig_str_distance;red_fighter_sig_str_clinch;blue_fighter_sig_str_clinch;red_fighter_sig_str_ground;blue_fighter_sig_str_ground;red_fighter_sig_str_head_pct;blue_fighter_sig_str_head_pct;red_fighter_sig_str_body_pct;blue_fighter_sig_str_body_pct;red_fighter_sig_str_leg_pct;blue_fighter_sig_str_leg_pct;red_fighter_sig_str_distance_pct;blue_fighter_sig_str_distance_pct;red_fighter_sig_str_clinch_pct;blue_fighter_sig_str_clinch_pct;red_fighter_sig_str_ground_pct;blue_fighter_sig_str_ground_pct
Hacran Dias;Andre Fili;October 01, 2016;Barnabe;Touchy;L;W;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Dan Miragliotta;Dave Hagen 28 - 29. Glenn Trowbridge 28 - 29. Marcos Rosales 28 - 29.;Featherweight Bout;-;UFC Fight Night: Lineker vs. Dodson;Portland, Oregon, USA;0;1;25 of 69;45 of 124;36;36;46 of 91;72 of 151;4 of 13;1 of 2;30;50;1;0;0;1;5:33;2:20;20 of 60;34 of 107;2 of 6;3 of 6;3 of 3;8 of 11;20 of 60;24 of 83;1 of 2;1 of 4;4 of 7;20 of 37;80;75;8;6;12;17;80;53;4;2;16;44
Shamil Abdurakhimov;Walt Harris;October 01, 2016;Abrek;The Big Ticket;W;L;Decision - Split;3;5:00;3 Rnd (5-5-5);Herb Dean;Marcos Rosales 29 - 28. Dave Hagen 28 - 29. Sal D'amato 28 - 29.;Heavyweight Bout;-;UFC Fight Night: Lineker vs. Dodson;Portland, Oregon, USA;0;0;47 of 128;33 of 98;36;33;52 of 135;36 of 101;1 of 8;0 of 0;12;---;0;1;0;0;0:44;0:29;21 of 91;21 of 79;6 of 10;7 of 12;20 of 27;5 of 7;39 of 108;24 of 83;7 of 16;9 of 15;1 of 4;0 of 0;44;63;12;21;42;15;82;72;14;27;2;0
Keita Nakamura;Elizeu Zaleski dos Santos;October 01, 2016;K-Taro;Capoeira;L;W;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Dave Hagen;Rick Campos 28 - 29. Glenn Trowbridge 28 - 29. Jeff Mullen 28 - 29.;Welterweight Bout;-;UFC Fight Night: Lineker vs. Dodson;Portland, Oregon, USA;0;0;24 of 58;34 of 120;41;28;64 of 113;45 of 131;5 of 6;1 of 1;83;100;0;2;0;0;7:41;1:16;21 of 53;24 of 105;3 of 5;6 of 10;0 of 0;4 of 5;16 of 46;25 of 101;3 of 5;5 of 12;5 of 7;4 of 7;87;70;12;17;0;11;66;73;12;14;20;11
Nate Marquardt;Tamdan McCrory;October 01, 2016;The Great;The Barncat;W;L;KO/TKO;2;4:44;3 Rnd (5-5-5);John McCarthy;Kick to Head At Distance;Middleweight Bout;perf;UFC Fight Night: Lineker vs. Dodson;Portland, Oregon, USA;1;0;24 of 39;16 of 52;61;30;48 of 65;19 of 55;2 of 2;0 of 0;100;---;0;0;0;0;5:01;0:06;11 of 22;5 of 38;9 of 11;4 of 6;4 of 6;7 of 8;19 of 33;16 of 51;1 of 2;0 of 1;4 of 4;0 of 0;45;31;37;25;16;43;79;100;4;0;16;0
Jonathan Wilson;Ion Cutelaba;October 01, 2016;Johnny Bravo;The Hulk;L;W;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;Rick Campos 27 - 30. Sal D'amato 27 - 30. Jeff Mullen 27 - 30.;Light Heavyweight Bout;-;UFC Fight Night: Lineker vs. Dodson;Portland, Oregon, USA;0;0;30 of 78;89 of 283;38;31;32 of 80;92 of 286;0 of 0;0 of 1;---;0;0;0;0;0;0:24;0:08;21 of 69;59 of 246;6 of 6;20 of 27;3 of 3;10 of 10;30 of 74;68 of 240;0 of 4;21 of 43;0 of 0;0 of 0;70;66;20;22;10;11;100;76;0;23;0;0
Cody East;Curtis Blaydes;October 01, 2016;The Freight Train;Razor;L;W;KO/TKO;2;2:02;3 Rnd (5-5-5);Dave Hagen;Elbows to Head On Ground;Heavyweight Bout;perf;UFC Fight Night: Lineker vs. Dodson;Portland, Oregon, USA;0;0;21 of 47;52 of 81;44;64;40 of 68;109 of 149;3 of 3;5 of 6;100;83;0;0;0;0;0:24;4:28;17 of 43;41 of 69;0 of 0;7 of 8;4 of 4;4 of 4;15 of 38;10 of 21;4 of 5;6 of 12;2 of 4;36 of 48;80;78;0;13;19;7;71;19;19;11;9;69
Kelly Faszholz;Ketlen Vieira;October 01, 2016;;Fenomeno;L;W;Decision - Split;3;5:00;3 Rnd (5-5-5);Dan Miragliotta;Jeff Mullen 29 - 28. Rick Campos 28 - 29. Sal D'amato 28 - 29.;Women's Bantamweight Bout;-;UFC Fight Night: Lineker vs. Dodson;Portland, Oregon, USA;0;0;44 of 104;13 of 57;42;22;113 of 178;67 of 120;0 of 1;4 of 6;0;66;0;0;0;0;0:45;8:24;26 of 79;11 of 55;14 of 21;0 of 0;4 of 4;2 of 2;30 of 79;12 of 50;11 of 18;0 of 4;3 of 7;1 of 3;59;84;31;0;9;15;68;92;25;0;6;7
Cristiane Justino;Lina Lansberg;September 24, 2016;Cyborg;Elbow Queen;W;L;KO/TKO;2;2:29;5 Rnd (5-5-5-5-5);Mario Yamasaki;Punches to Head On Ground;Catch Weight Bout;-;UFC Fight Night: Cyborg vs. Lansberg;Brasilia, Distrito Federal, Brazil;0;0;84 of 127;14 of 23;66;60;100 of 144;24 of 35;2 of 2;0 of 1;100;0;0;0;0;0;5:44;0:25;49 of 85;2 of 8;32 of 39;11 of 14;3 of 3;1 of 1;26 of 46;1 of 4;31 of 38;13 of 16;27 of 43;0 of 3;58;14;38;78;3;7;30;7;36;92;32;0
Renan Barao;Phillipe Nover;September 24, 2016;The Baron;The Filipino Assassin;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John McCarthy;Sal D'amato 28 - 29. Guilherme Bravo 28 - 29. Joseph Terrell 27 - 30.;Featherweight Bout;-;UFC Fight Night: Cyborg vs. Lansberg;Brasilia, Distrito Federal, Brazil;0;0;64 of 151;39 of 141;42;27;64 of 152;54 of 157;3 of 3;0 of 0;100;---;0;0;0;0;1:31;0:00;27 of 98;25 of 119;14 of 22;10 of 17;23 of 31;4 of 5;58 of 142;32 of 133;6 of 9;6 of 7;0 of 0;1 of 1;42;64;21;25;35;10;90;82;9;15;0;2
Roy Nelson;Antonio Silva;September 24, 2016;Big Country;Bigfoot;W;L;KO/TKO;2;4:10;3 Rnd (5-5-5);John McCarthy;Punch to Head At Distance;Heavyweight Bout;-;UFC Fight Night: Cyborg vs. Lansberg;Brasilia, Distrito Federal, Brazil;1;0;36 of 66;27 of 61;54;44;38 of 68;46 of 81;0 of 1;0 of 2;0;0;0;0;0;0;1:32;0:19;25 of 54;7 of 35;4 of 5;9 of 15;7 of 7;11 of 11;20 of 48;24 of 56;11 of 13;3 of 5;5 of 5;0 of 0;69;25;11;33;19;40;55;88;30;11;13;0
Francisco Trinaldo;Paul Felder;September 24, 2016;Massaranduba;The Irish Dragon;W;L;TKO - Doctor's Stoppage;3;2:25;3 Rnd (5-5-5);Osiris Maia;Facial Cut;Lightweight Bout;-;UFC Fight Night: Cyborg vs. Lansberg;Brasilia, Distrito Federal, Brazil;0;0;32 of 67;33 of 84;47;39;42 of 85;38 of 90;1 of 3;0 of 0;33;---;0;0;0;0;4:22;0:27;16 of 48;10 of 52;13 of 16;11 of 19;3 of 3;12 of 13;20 of 51;28 of 74;7 of 11;4 of 9;5 of 5;1 of 1;50;30;40;33;9;36;62;84;21;12;15;3
Thiago Santos;Eric Spicely;September 24, 2016;Marreta;Zebrinha;L;W;Submission;1;2:58;3 Rnd (5-5-5);John McCarthy;Rear Naked Choke;Middleweight Bout;perf;UFC Fight Night: Cyborg vs. Lansberg;Brasilia, Distrito Federal, Brazil;0;0;2 of 9;5 of 8;22;62;4 of 11;7 of 10;0 of 0;1 of 2;---;50;0;1;0;0;1:05;1:22;1 of 8;5 of 8;1 of 1;0 of 0;0 of 0;0 of 0;1 of 8;1 of 3;0 of 0;2 of 3;1 of 1;2 of 2;50;100;50;0;0;0;50;20;0;40;50;40
Godofredo Pepey;Mike de la Torre;September 24, 2016;;El Cucuy;W;L;Submission;1;3:03;3 Rnd (5-5-5);Mario Yamasaki;Rear Naked Choke;Featherweight Bout;-;UFC Fight Night: Cyborg vs. Lansberg;Brasilia, Distrito Federal, Brazil;0;0;24 of 39;6 of 18;61;33;27 of 43;17 of 30;1 of 2;0 of 0;50;---;2;0;0;0;1:34;0:14;22 of 36;6 of 18;2 of 3;0 of 0;0 of 0;0 of 0;14 of 26;6 of 18;10 of 11;0 of 0;0 of 2;0 of 0;91;100;8;0;0;0;58;100;41;0;0;0
Gilbert Burns;Michel Prazeres;September 24, 2016;Durinho;Tractor;L;W;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Osiris Maia;Guilherme Bravo 27 - 30. Hallison Pontes 27 - 30. Joseph Terrell 27 - 30.;Lightweight Bout;-;UFC Fight Night: Cyborg vs. Lansberg;Brasilia, Distrito Federal, Brazil;0;0;46 of 122;67 of 169;37;39;46 of 122;70 of 176;1 of 4;5 of 7;25;71;0;0;0;0;0:00;1:09;24 of 94;30 of 113;13 of 15;15 of 26;9 of 13;22 of 30;40 of 112;63 of 156;5 of 9;2 of 5;1 of 1;2 of 8;52;44;28;22;19;32;86;94;10;2;2;2
Rani Yahya;Michinori Tanaka;September 24, 2016;;;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Fernando Portella;Fabio Alves 28 - 29. Marco Borges 28 - 29. Hallison Pontes 28 - 29.;Bantamweight Bout;-;UFC Fight Night: Cyborg vs. Lansberg;Brasilia, Distrito Federal, Brazil;0;0;10 of 18;20 of 34;55;58;19 of 28;121 of 144;7 of 11;1 of 4;63;25;1;0;1;2;7:03;5:54;4 of 11;10 of 22;2 of 2;3 of 3;4 of 5;7 of 9;9 of 17;5 of 17;1 of 1;0 of 0;0 of 0;15 of 17;40;50;20;15;40;35;90;25;10;0;0;75
Jussier Formiga;Dustin Ortiz;September 24, 2016;;;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Camila Albuquerque;Joseph Terrell 27 - 30. Sal D'amato 27 - 29. Guilherme Bravo 28 - 29.;Flyweight Bout;-;UFC Fight Night: Cyborg vs. Lansberg;Brasilia, Distrito Federal, Brazil;0;0;8 of 34;13 of 65;23;20;55 of 90;119 of 188;1 of 3;0 of 2;33;0;2;0;0;2;9:09;2:57;2 of 27;7 of 53;2 of 3;4 of 8;4 of 4;2 of 4;6 of 32;8 of 51;1 of 1;3 of 7;1 of 1;2 of 7;25;53;25;30;50;15;75;61;12;23;12;15
Erick Silva;Luan Chagas;September 24, 2016;;Tarzan;W;L;Submission;3;3:57;3 Rnd (5-5-5);Osiris Maia;Rear Naked Choke;Welterweight Bout;fight;UFC Fight Night: Cyborg vs. Lansberg;Brasilia, Distrito Federal, Brazil;1;2;55 of 116;41 of 101;47;40;62 of 125;44 of 106;0 of 0;1 of 4;---;25;2;0;1;0;3:10;2:32;41 of 98;27 of 79;8 of 12;8 of 14;6 of 6;6 of 8;36 of 79;30 of 81;2 of 3;2 of 3;17 of 34;9 of 17;74;65;14;19;10;14;65;73;3;4;30;21
Alan Patrick;Stevie Ray;September 24, 2016;Nuguette;Braveheart;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mario Yamasaki;Joseph Terrell 28 - 29. Fabio Alves 28 - 29. Guilherme Bravo 27 - 30.;Lightweight Bout;-;UFC Fight Night: Cyborg vs. Lansberg;Brasilia, Distrito Federal, Brazil;0;0;7 of 12;2 of 9;58;22;60 of 75;56 of 65;5 of 8;0 of 0;62;---;1;1;0;0;12:12;1:32;7 of 11;2 of 9;0 of 1;0 of 0;0 of 0;0 of 0;3 of 6;0 of 7;0 of 0;0 of 0;4 of 6;2 of 2;100;100;0;0;0;0;42;0;0;0;57;100
Vicente Luque;Hector Urbina;September 24, 2016;The Silent Assassin;El Toro;W;L;KO/TKO;1;1:00;3 Rnd (5-5-5);Fernando Portella;Punch to Head At Distance;Welterweight Bout;perf;UFC Fight Night: Cyborg vs. Lansberg;Brasilia, Distrito Federal, Brazil;1;0;11 of 22;5 of 17;50;29;11 of 22;5 of 17;0 of 0;0 of 1;---;0;0;0;0;0;0:01;0:16;11 of 22;4 of 15;0 of 0;0 of 1;0 of 0;1 of 1;8 of 18;5 of 17;3 of 4;0 of 0;0 of 0;0 of 0;100;80;0;0;0;20;72;100;27;0;0;0
Glaico Franca Moreira;Gregor Gillespie;September 24, 2016;Nego;The Gift;L;W;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Camila Albuquerque;Guilherme Bravo 27 - 29. Sal D'amato 27 - 29. Fabio Alves 27 - 29.;Lightweight Bout;-;UFC Fight Night: Cyborg vs. Lansberg;Brasilia, Distrito Federal, Brazil;0;0;43 of 102;41 of 90;42;45;71 of 133;109 of 172;0 of 0;5 of 19;---;26;0;0;0;0;0:03;11:00;42 of 98;35 of 83;1 of 4;0 of 1;0 of 0;6 of 6;15 of 68;23 of 63;27 of 33;3 of 5;1 of 1;15 of 22;97;85;2;0;0;14;34;56;62;7;2;36
Dustin Poirier;Michael Johnson;September 17, 2016;The Diamond;The Menace;L;W;KO/TKO;1;1:35;5 Rnd (5-5-5-5-5);Dan Miragliotta;Punches to Head At Distance;Lightweight Bout;perf;UFC Fight Night: Poirier vs. Johnson;Hidalgo, Texas, USA;0;1;6 of 12;14 of 37;50;37;6 of 12;14 of 37;0 of 0;0 of 0;---;---;0;0;0;0;0:00;0:03;4 of 9;10 of 26;0 of 0;1 of 6;2 of 3;3 of 5;6 of 12;10 of 32;0 of 0;0 of 0;0 of 0;4 of 5;66;71;0;7;33;21;100;71;0;0;0;28
Uriah Hall;Derek Brunson;September 17, 2016;Prime Time;The One;L;W;KO/TKO;1;1:41;3 Rnd (5-5-5);Herb Dean;Punches to Head At Distance;Middleweight Bout;-;UFC Fight Night: Poirier vs. Johnson;Hidalgo, Texas, USA;0;1;1 of 3;4 of 7;33;57;4 of 6;15 of 18;0 of 0;0 of 3;---;0;0;0;0;0;0:00;1:02;0 of 2;3 of 6;1 of 1;1 of 1;0 of 0;0 of 0;1 of 3;1 of 1;0 of 0;3 of 3;0 of 0;0 of 3;0;75;100;25;0;0;100;25;0;75;0;0
Evan Dunham;Ricky Glenn;September 17, 2016;;The Gladiator;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Jacob Montalvo;Hector Maldonado 27 - 30. Guadalupe Chapa 27 - 30. Adriana Beltran 27 - 30.;Lightweight Bout;fight;UFC Fight Night: Poirier vs. Johnson;Hidalgo, Texas, USA;0;0;144 of 279;58 of 156;51;37;185 of 330;63 of 161;3 of 9;0 of 3;33;0;2;0;0;0;7:03;0:00;132 of 262;43 of 130;12 of 17;10 of 21;0 of 0;5 of 5;116 of 242;48 of 140;14 of 16;6 of 9;14 of 21;4 of 7;91;74;8;17;0;8;80;82;9;10;9;6
Roan Carneiro;Kenny Robertson;September 17, 2016;Jucao;;W;L;Decision - Split;3;5:00;3 Rnd (5-5-5);Kerry Hatley;Marcos Rosales 28 - 29. Hector Maldonado 27 - 30. Guadalupe Chapa 29 - 28.;Welterweight Bout;-;UFC Fight Night: Poirier vs. Johnson;Hidalgo, Texas, USA;0;0;33 of 70;28 of 134;47;20;43 of 80;45 of 153;2 of 6;0 of 0;33;---;0;0;1;2;2:37;3:12;24 of 59;11 of 110;7 of 9;6 of 9;2 of 2;11 of 15;28 of 65;21 of 125;5 of 5;4 of 4;0 of 0;3 of 5;72;39;21;21;6;39;84;75;15;14;0;10
Chris Wade;Islam Makhachev;September 17, 2016;;;L;W;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Dan Miragliotta;Hector Maldonado 28 - 29. Guadalupe Chapa 28 - 29. Adriana Beltran 28 - 29.;Lightweight Bout;-;UFC Fight Night: Poirier vs. Johnson;Hidalgo, Texas, USA;0;0;5 of 17;12 of 19;29;63;42 of 61;51 of 83;0 of 0;4 of 4;---;100;2;2;4;2;4:04;8:56;2 of 9;5 of 12;0 of 5;7 of 7;3 of 3;0 of 0;3 of 13;7 of 14;0 of 0;0 of 0;2 of 4;5 of 5;40;41;0;58;60;0;60;58;0;0;40;41
Chas Skelly;Maximo Blanco;September 17, 2016;The Scrapper;Maxi;W;L;Submission;1;0:19;3 Rnd (5-5-5);Herb Dean;D'Arce Choke On Ground Technical Submission;Featherweight Bout;perf;UFC Fight Night: Poirier vs. Johnson;Hidalgo, Texas, USA;0;0;1 of 1;0 of 1;100;0;1 of 1;0 of 1;0 of 0;0 of 0;---;---;1;0;0;0;0:11;0:00;0 of 0;0 of 0;1 of 1;0 of 1;0 of 0;0 of 0;1 of 1;0 of 1;0 of 0;0 of 0;0 of 0;0 of 0;0;0;100;0;0;0;100;0;0;0;0;0
Gabriel Benitez;Sam Sicilia;September 17, 2016;Moggly;;W;L;Submission;2;1:20;3 Rnd (5-5-5);Dan Miragliotta;Guillotine Choke Standing Technical Submission;Featherweight Bout;-;UFC Fight Night: Poirier vs. Johnson;Hidalgo, Texas, USA;1;0;39 of 101;19 of 70;38;27;39 of 101;19 of 70;0 of 0;0 of 1;---;0;1;0;0;0;0:17;0:00;21 of 75;12 of 61;4 of 9;4 of 6;14 of 17;3 of 3;31 of 91;18 of 65;2 of 3;1 of 5;6 of 7;0 of 0;53;63;10;21;35;15;79;94;5;5;15;0
Augusto Montano;Belal Muhammad;September 17, 2016;Dodger;Remember the Name;L;W;KO/TKO;3;4:19;3 Rnd (5-5-5);Herb Dean;Punches to Head From Back Control;Welterweight Bout;-;UFC Fight Night: Poirier vs. Johnson;Hidalgo, Texas, USA;0;0;67 of 149;66 of 149;44;44;72 of 154;118 of 210;0 of 0;3 of 4;---;75;0;0;0;0;0:00;3:27;12 of 77;55 of 133;7 of 16;4 of 8;48 of 56;7 of 8;67 of 149;53 of 134;0 of 0;0 of 1;0 of 0;13 of 14;17;83;10;6;71;10;100;80;0;0;0;19
Antonio Carlos Junior;Leonardo Guimaraes;September 17, 2016;Cara de Sapato;Leleco;W;L;Submission;3;4:46;3 Rnd (5-5-5);Jacob Montalvo;Rear Naked Choke;Middleweight Bout;-;UFC Fight Night: Poirier vs. Johnson;Hidalgo, Texas, USA;0;0;32 of 60;6 of 17;53;35;94 of 142;15 of 26;7 of 14;0 of 0;50;---;1;2;1;0;10:13;0:11;24 of 47;1 of 9;6 of 11;5 of 8;2 of 2;0 of 0;13 of 38;4 of 15;1 of 2;2 of 2;18 of 20;0 of 0;75;16;18;83;6;0;40;66;3;33;56;0
Jose Quinonez;Joey Gomez;September 17, 2016;Teco;KO King;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Kerry Hatley;Adriana Beltran 28 - 29. Guadalupe Chapa 27 - 30. Hector Maldonado 27 - 30.;Bantamweight Bout;-;UFC Fight Night: Poirier vs. Johnson;Hidalgo, Texas, USA;2;1;56 of 131;44 of 136;42;32;76 of 159;66 of 159;5 of 7;0 of 0;71;---;0;0;0;0;4:37;0:16;39 of 98;26 of 106;15 of 31;7 of 17;2 of 2;11 of 13;43 of 105;38 of 121;5 of 10;6 of 12;8 of 16;0 of 3;69;59;26;15;3;25;76;86;8;13;14;0
Erick Montano;Randy Brown;September 17, 2016;Perry;Rudeboy;L;W;Submission;3;0:18;3 Rnd (5-5-5);Jacob Montalvo;Guillotine Choke After Drop to Guard;Welterweight Bout;-;UFC Fight Night: Poirier vs. Johnson;Hidalgo, Texas, USA;0;0;21 of 41;12 of 30;51;40;60 of 87;18 of 36;2 of 8;1 of 3;25;33;0;1;0;0;5:14;2:22;11 of 25;8 of 24;1 of 5;3 of 5;9 of 11;1 of 1;9 of 26;7 of 23;8 of 9;4 of 6;4 of 6;1 of 1;52;66;4;25;42;8;42;58;38;33;19;8
Stipe Miocic;Alistair Overeem;September 10, 2016;;The Demolition Man;W;L;KO/TKO;1;4:27;5 Rnd (5-5-5-5-5);Marc Goddard;Punch to Head From Guard;UFC Heavyweight Title Bout;belt;UFC 203: Miocic vs. Overeem;Cleveland, Ohio, USA;0;1;34 of 60;9 of 17;56;52;34 of 60;9 of 17;1 of 1;0 of 0;100;---;0;1;0;0;0:21;0:06;31 of 55;5 of 10;3 of 5;3 of 6;0 of 0;1 of 1;16 of 36;7 of 14;6 of 9;2 of 3;12 of 15;0 of 0;91;55;8;33;0;11;47;77;17;22;35;0
Fabricio Werdum;Travis Browne;September 10, 2016;Vai Cavalo;Hapa;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Gary Copeland;Mike Barry 28 - 29. Sal D'amato 27 - 29. Rick Winter 27 - 30.;Heavyweight Bout;-;UFC 203: Miocic vs. Overeem;Cleveland, Ohio, USA;1;0;84 of 142;37 of 143;59;25;107 of 166;38 of 144;0 of 3;0 of 0;0;---;1;0;0;0;1:30;0:13;41 of 91;27 of 123;24 of 32;4 of 11;19 of 19;6 of 9;66 of 123;35 of 140;10 of 10;2 of 2;8 of 9;0 of 1;48;72;28;10;22;16;78;94;11;5;9;0
CM Punk;Mickey Gall;September 10, 2016;;;L;W;Submission;1;2:14;3 Rnd (5-5-5);Keith Peterson;Rear Naked Choke;Welterweight Bout;-;UFC 203: Miocic vs. Overeem;Cleveland, Ohio, USA;0;0;0 of 1;20 of 32;0;62;6 of 8;26 of 39;0 of 0;1 of 1;---;100;0;2;0;0;0:00;2:11;0 of 1;20 of 32;0 of 0;0 of 0;0 of 0;0 of 0;0 of 1;0 of 0;0 of 0;0 of 0;0 of 0;20 of 32;33;100;34;0;33;0;33;0;34;0;33;100
Urijah Faber;Jimmie Rivera;September 10, 2016;The California Kid;El Terror;L;W;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Gary Copeland;Derek Cleary 27 - 30. Sal D'amato 27 - 30. Rick Winter 27 - 30.;Bantamweight Bout;-;UFC 203: Miocic vs. Overeem;Cleveland, Ohio, USA;0;0;22 of 112;54 of 160;19;33;23 of 113;55 of 162;0 of 4;0 of 0;0;---;0;0;0;0;0:00;0:00;11 of 94;21 of 113;5 of 9;9 of 20;6 of 9;24 of 27;19 of 109;50 of 154;3 of 3;4 of 6;0 of 0;0 of 0;50;38;22;16;27;44;86;92;13;7;0;0
Jessica Andrade;Joanne Wood;September 10, 2016;Bate Estaca;JoJo;W;L;Submission;1;4:38;3 Rnd (5-5-5);Jerry Poe;Guillotine Choke After Drop to Guard;Women's Strawweight Bout;perf;UFC 203: Miocic vs. Overeem;Cleveland, Ohio, USA;0;0;20 of 28;13 of 26;71;50;44 of 58;23 of 36;2 of 3;0 of 0;66;---;1;0;0;0;3:29;0:12;10 of 18;3 of 16;10 of 10;4 of 4;0 of 0;6 of 6;2 of 3;8 of 19;6 of 6;4 of 5;12 of 19;1 of 2;50;23;50;30;0;46;10;61;30;30;60;7
Jessica Eye;Bethe Correia;September 10, 2016;Evil;Pitbull;L;W;Decision - Split;3;5:00;3 Rnd (5-5-5);Marc Goddard;Eric Colon 28 - 29. Sal D'amato 29 - 28. Derek Cleary 28 - 29.;Women's Bantamweight Bout;-;UFC 203: Miocic vs. Overeem;Cleveland, Ohio, USA;0;0;52 of 199;49 of 150;26;32;63 of 210;69 of 170;0 of 0;0 of 3;---;0;0;0;0;0;0:03;1:00;29 of 164;32 of 119;8 of 16;4 of 9;15 of 19;13 of 22;47 of 191;44 of 144;5 of 8;5 of 6;0 of 0;0 of 0;55;65;15;8;28;26;90;89;9;10;0;0
Brad Tavares;Caio Magalhaes;September 10, 2016;;Hellboy;W;L;Decision - Split;3;5:00;3 Rnd (5-5-5);Keith Peterson;Rick Winter 29 - 28. Derek Cleary 27 - 30. Eric Colon 28 - 29.;Middleweight Bout;-;UFC 203: Miocic vs. Overeem;Cleveland, Ohio, USA;0;0;46 of 100;26 of 81;46;32;58 of 112;39 of 95;0 of 0;1 of 7;---;14;0;1;0;0;1:59;2:47;21 of 65;12 of 52;9 of 16;10 of 20;16 of 19;4 of 9;30 of 79;20 of 72;15 of 20;6 of 9;1 of 1;0 of 0;45;46;19;38;34;15;65;76;32;23;2;0
Nik Lentz;Michael McBride;September 10, 2016;The Carny;;W;L;KO/TKO;2;4:17;3 Rnd (5-5-5);Gary Copeland;Punches to Head From Back Control;Lightweight Bout;-;UFC 203: Miocic vs. Overeem;Cleveland, Ohio, USA;0;0;38 of 50;16 of 31;76;51;80 of 97;42 of 65;5 of 6;0 of 1;83;0;1;0;0;0;7:18;0:32;32 of 43;10 of 22;5 of 5;1 of 3;1 of 2;5 of 6;10 of 19;14 of 27;2 of 2;0 of 1;26 of 29;2 of 3;84;62;13;6;2;31;26;87;5;0;68;12
