red_fighter_name;blue_fighter_name;event_date;red_fighter_result;blue_fighter_result;method;bout_type;bonus;red_fighter_total_pts;blue_fighter_total_pts
BELAL MUHAMMAD;GILBERT BURNS;06/05/2023;W;L;Decision - Unanimous;Welterweight Bout;-;50 49 49;45 46 46
JESSICA ANDRADE;YAN XIAONAN;06/05/2023;L;W;KO/TKO;Women's Strawweight Bout;perf;- -;- -
MOVSAR EVLOEV;DIEGO LOPES;06/05/2023;W;L;Decision - Unanimous;Featherweight Bout;fight;29 29 30;28 28 27
KRON GRACIE;CHARLES JOURDAIN;06/05/2023;L;W;Decision - Unanimous;Featherweight Bout;-;27 27 27;30 30 30
DREW DOBER;MATT FREVOLA;06/05/2023;L;W;KO/TKO;Lightweight Bout;perf;- - -;- - -
KENNEDY NZECHUKWU;DEVIN CLARK;06/05/2023;W;L;Submission;Light Heavyweight Bout;-;10 10 10;9 9 9
KHAOS WILLIAMS;ROLANDO BEDOYA;06/05/2023;W;L;Decision - Split;Welterweight Bout;-;29 29 27;28 28 30
MARINA RODRIGUEZ;VIRNA JANDIROBA;06/05/2023;L;W;Decision - Unanimous;Women's Strawweight Bout;-;28 28 27;29 29 30
BRAXTON SMITH;PARKER PORTER;06/05/2023;L;W;KO/TKO;Heavyweight Bout;-;- -;- -
PHIL HAWES;IKRAM ALISKEROV;06/05/2023;L;W;KO/TKO;Middleweight Bout;-;- - -;- - -
JOSEPH HOLMES;CLAUDIO RIBEIRO;06/05/2023;L;W;KO/TKO;Middleweight Bout;-;9 9 9;10 10 10
SONG YADONG;RICKY SIMON;29/04/2023;W;L;KO/TKO;Bantamweight Bout;perf;40 39 40;36 37 36
CAIO BORRALHO;MICHAL OLEKSIEJCZUK;29/04/2023;W;L;Submission;Middleweight Bout;perf;10 10 10;9 9 9
RODOLFO VIEIRA;CODY BRUNDAGE;29/04/2023;W;L;Submission;Middleweight Bout;perf;9 9 9;10 10 10
JULIAN EROSA;FERNANDO PADILLA;29/04/2023;L;W;KO/TKO;Featherweight Bout;-;- - -;- - -
MARCOS ROGERIO DE LIMA;WALDO CORTES-ACOSTA;29/04/2023;W;L;Decision - Unanimous;Heavyweight Bout;-;29 29 29;28 28 28
JOSH QUINLAN;TREY WATERS;29/04/2023;L;W;Decision - Unanimous;Welterweight Bout;-;27 27 27;30 30 30
MARTIN BUDAY;JAKE COLLIER;29/04/2023;W;L;Decision - Unanimous;Heavyweight Bout;-;29 29 29;28 28 28
CODY DURDEN;CHARLES JOHNSON;29/04/2023;W;L;Decision - Unanimous;Flyweight Bout;-;30 30 30;27 27 27
STEPHANIE EGGER;IRINA ALEKSEEVA;29/04/2023;L;W;Submission;Women's Bantamweight Bout;-;- - -;- - -
JOURNEY NEWSON;MARCUS MCGHEE;29/04/2023;L;W;Submission;Catch Weight Bout;perf;9 9 9;10 10 10
HAILEY COWAN;JAMEY-LYN HORTH;29/04/2023;L;W;Decision - Unanimous;Women's Bantamweight Bout;-;28 28 28;29 29 29
SERGEI PAVLOVICH;CURTIS BLAYDES;22/04/2023;W;L;KO/TKO;Heavyweight Bout;perf;- - -;- - -
BRAD TAVARES;BRUNO SILVA;22/04/2023;L;W;KO/TKO;Middleweight Bout;perf;- - -;- - -
IASMIN LUCINDO;BROGAN WALKER;22/04/2023;W;L;Decision - Unanimous;Women's Flyweight Bout;-;30 30 30;27 27 27
JEREMIAH WELLS;MATTHEW SEMELSBERGER;22/04/2023;W;L;Decision - Split;Welterweight Bout;-;30 30 28;27 27 29
RICKY GLENN;CHRISTOS GIAGOS;22/04/2023;L;W;KO/TKO;Lightweight Bout;perf;- - -;- - -
RANI YAHYA;MONTEL JACKSON;22/04/2023;L;W;KO/TKO;Bantamweight Bout;perf;- - -;- - -
KAROL ROSA;NORMA DUMONT;22/04/2023;L;W;Decision - Unanimous;Women's Featherweight Bout;-;28 28 28;29 29 29
MOHAMMED USMAN;JUNIOR TAFA;22/04/2023;W;L;Decision - Unanimous;Heavyweight Bout;-;29 29 29;28 28 28
FRANCIS MARSHALL;WILLIAM GOMIS;22/04/2023;L;W;Decision - Split;Featherweight Bout;-;28 29 28;29 28 29
BRADY HIESTAND;BATGEREL DANAA;22/04/2023;W;L;KO/TKO;Bantamweight Bout;-;18 17 18;20 20 20
MAX HOLLOWAY;ARNOLD ALLEN;15/04/2023;W;L;Decision - Unanimous;Featherweight Bout;-;49 48 49;46 47 46
EDSON BARBOZA;BILLY QUARANTILLO;15/04/2023;W;L;KO/TKO;Featherweight Bout;perf;- - -;- - -
DUSTIN JACOBY;AZAMAT MURZAKANOV;15/04/2023;L;W;Decision - Unanimous;Light Heavyweight Bout;-;28 28 28;29 29 29
TANNER BOSER;ION CUTELABA;15/04/2023;L;W;KO/TKO;Light Heavyweight Bout;-;- - -;- - -
PEDRO MUNHOZ;CHRIS GUTIERREZ;15/04/2023;W;L;Decision - Unanimous;Bantamweight Bout;-;30 30 30;27 27 27
CLAY GUIDA;RAFA GARCIA;15/04/2023;L;W;Decision - Unanimous;Lightweight Bout;-;27 27 27;30 30 30
BILL ALGEO;TJ BROWN;15/04/2023;W;L;Submission;Featherweight Bout;fight;9 9 9;10 10 10
BRANDON ROYVAL;MATHEUS NICOLAU;15/04/2023;W;L;KO/TKO;Flyweight Bout;perf;- - -;- - -
ZAK CUMMINGS;ED HERMAN;15/04/2023;W;L;KO/TKO;Light Heavyweight Bout;-;20 20 20;17 16 17
GILLIAN ROBERTSON;PIERA RODRIGUEZ;15/04/2023;W;L;Submission;Women's Strawweight Bout;perf;10 9 10;9 10 9
LANDO VANNATA;DANIEL ZELLHUBER;15/04/2023;L;W;Decision - Unanimous;Lightweight Bout;-;27 28 27;29 29 30
BRUNA BRASIL;DENISE GOMES;15/04/2023;L;W;KO/TKO;Women's Strawweight Bout;-;9 9 9;10 10 10
AARON PHILLIPS;GASTON BOLANOS;15/04/2023;L;W;Decision - Unanimous;Bantamweight Bout;-;28 27 27;29 30 30
JOSELYNE EDWARDS;LUCIE PUDILOVA;15/04/2023;W;L;Decision - Split;Women's Bantamweight Bout;-;29 28 29;28 29 28
ALEX PEREIRA;ISRAEL ADESANYA;08/04/2023;L;W;KO/TKO;UFC Middleweight Title Bout;belt;9 9 9;10 10 10
GILBERT BURNS;JORGE MASVIDAL;08/04/2023;W;L;Decision - Unanimous;Welterweight Bout;-;30 29 30;27 28 27
ROB FONT;ADRIAN YANEZ;08/04/2023;W;L;KO/TKO;Bantamweight Bout;perf;- - -;- - -
KEVIN HOLLAND;SANTIAGO PONZINIBBIO;08/04/2023;W;L;KO/TKO;Welterweight Bout;-;20 20 20;18 18 18
RAUL ROSAS JR.;CHRISTIAN RODRIGUEZ;08/04/2023;L;W;Decision - Unanimous;Bantamweight Bout;-;28 27 28;29 29 29
CHRIS CURTIS;KELVIN GASTELUM;08/04/2023;L;W;Decision - Unanimous;Middleweight Bout;fight;28 27 28;29 30 29
MICHELLE WATERSON-GOMEZ;LUANA PINHEIRO;08/04/2023;L;W;Decision - Split;Women's Strawweight Bout;-;28 28 29;29 29 28
GERALD MEERSCHAERT;JOE PYFER;08/04/2023;L;W;KO/TKO;Middleweight Bout;-;- - -;- - -
CYNTHIA CALVILLO;LOOPY GODINEZ;08/04/2023;L;W;Decision - Split;Women's Strawweight Bout;-;29 28 27;28 29 30
IGNACIO BAHAMONDES;TREY OGDEN;08/04/2023;W;L;Decision - Unanimous;Catch Weight Bout;-;30 29 30;27 28 27
SHAYILAN NUERDANBIEKE;STEVE GARCIA;08/04/2023;L;W;KO/TKO;Featherweight Bout;-;10 10 10;9 9 9
JAQUELINE AMORIM;SAM HUGHES;08/04/2023;L;W;Decision - Unanimous;Women's Strawweight Bout;-;28 28 28;29 29 29
MARLON VERA;CORY SANDHAGEN;25/03/2023;L;W;Decision - Split;Bantamweight Bout;-;46 45 48;49 50 47
HOLLY HOLM;YANA SANTOS;25/03/2023;W;L;Decision - Unanimous;Women's Bantamweight Bout;-;30 30 30;26 27 27
NATE LANDWEHR;AUSTIN LINGO;25/03/2023;W;L;Submission;Featherweight Bout;perf;9 9 9;10 10 10
ANDREA LEE;MAYCEE BARBER;25/03/2023;L;W;Decision - Split;Women's Flyweight Bout;-;29 28 27;28 29 30
CHIDI NJOKUANI;ALBERT DURAEV;25/03/2023;L;W;Decision - Split;Middleweight Bout;-;10 10 9;9 9 10
DANIEL PINEDA;TUCKER LUTZ;25/03/2023;W;L;Submission;Featherweight Bout;perf;10 10 9;9 9 10
STEVEN PETERSON;LUCAS ALEXANDER;25/03/2023;L;W;Decision - Unanimous;Featherweight Bout;-;27 27 27;30 30 30
TREVIN GILES;PRESTON PARSONS;25/03/2023;W;L;Decision - Split;Welterweight Bout;-;29 28 29;28 29 28
CJ VERGARA;DANIEL LACERDA;25/03/2023;W;L;KO/TKO;Flyweight Bout;fight;9 8 9;10 10 10
VICTOR ALTAMIRANO;VINICIUS SALVADOR;25/03/2023;W;L;Decision - Unanimous;Flyweight Bout;-;29 29 29;28 28 28
LEON EDWARDS;KAMARU USMAN;18/03/2023;W;L;Decision - Majority;UFC Welterweight Title Bout;belt;4948 48 47;46 46 47
JUSTIN GAETHJE;RAFAEL FIZIEV;18/03/2023;W;L;Decision - Majority;Lightweight Bout;fight;29 28 29;28 28 28
GUNNAR NELSON;BRYAN BARBERENA;18/03/2023;W;L;Submission;Welterweight Bout;perf;- - -;- - -
JENNIFER MAIA;CASEY O'NEILL;18/03/2023;W;L;Decision - Unanimous;Women's Flyweight Bout;-;29 29 30;28 28 27
MARVIN VETTORI;ROMAN DOLIDZE;18/03/2023;W;L;Decision - Unanimous;Middleweight Bout;-;29 29 30;28 28 27
JACK SHORE;MAKWAN AMIRKHANI;18/03/2023;W;L;Submission;Featherweight Bout;-;9 9 9;10 10 10
CHRIS DUNCAN;OMAR MORALES;18/03/2023;W;L;Decision - Split;Lightweight Bout;-;29 29 27;28 28 30
SAM PATTERSON;YANAL ASHMOUZ;18/03/2023;L;W;KO/TKO;Lightweight Bout;-;- - -;- - -
MUHAMMAD MOKAEV;JAFEL FILHO;18/03/2023;W;L;Submission;Flyweight Bout;-;19 20 19;19 18 19
LERONE MURPHY;GABRIEL SANTOS;18/03/2023;W;L;Decision - Split;Featherweight Bout;-;28 29 29;29 28 28
CHRISTIAN LEROY DUNCAN;DUSKO TODOROVIC;18/03/2023;W;L;KO/TKO;Middleweight Bout;-;- - -;- - -
JAKE HADLEY;MALCOLM GORDON;18/03/2023;W;L;KO/TKO;Flyweight Bout;perf;- - -;- - -
JOANNE WOOD;LUANA CAROLINA;18/03/2023;W;L;Decision - Split;Women's Flyweight Bout;-;29 30 28;28 27 29
JULIANA MILLER;VERONICA HARDY;18/03/2023;L;W;Decision - Unanimous;Women's Flyweight Bout;-;27 27 27;30 30 30
PETR YAN;MERAB DVALISHVILI;11/03/2023;L;W;Decision - Unanimous;Bantamweight Bout;-;45 45 45;50 50 50
ALEXANDER VOLKOV;ALEXANDR ROMANOV;11/03/2023;W;L;KO/TKO;Heavyweight Bout;-;- - -;- - -
NIKITA KRYLOV;RYAN SPANN;11/03/2023;W;L;Submission;Catch Weight Bout;-;- - -;- - -
SAID NURMAGOMEDOV;JONATHAN MARTINEZ;11/03/2023;L;W;Decision - Unanimous;Bantamweight Bout;-;28 28 28;29 29 29
MARIO BAUTISTA;GUIDO CANNETTI;11/03/2023;W;L;Submission;Bantamweight Bout;-;- - -;- - -
VITOR PETRINO;ANTON TURKALJ;11/03/2023;W;L;Decision - Unanimous;Light Heavyweight Bout;fight;30 30 30;27 27 26
KARL WILLIAMS;LUKASZ BRZESKI;11/03/2023;W;L;Decision - Unanimous;Heavyweight Bout;-;30 30 30;26 26 27
RAPHAEL ASSUNCAO;DAVEY GRANT;11/03/2023;L;W;Submission;Bantamweight Bout;perf;20 19 20;18 19 18
SEDRIQUES DUMAS;JOSH FREMD;11/03/2023;L;W;Submission;Middleweight Bout;-;9 9 9;10 10 10
VICTOR HENRY;TONY GRAVELY;11/03/2023;W;L;Decision - Split;Bantamweight Bout;-;30 29 28;27 28 29
ARIANE DA SILVA;JJ ALDRICH;11/03/2023;W;L;Decision - Unanimous;Women's Flyweight Bout;-;30 30 30;27 27 27
TYSON NAM;BRUNO SILVA;11/03/2023;L;W;Submission;Flyweight Bout;perf;9 9 9;10 10 10
CARLSTON HARRIS;JARED GOODEN;11/03/2023;W;L;Decision - Unanimous;Welterweight Bout;-;30 30 30;27 27 27
JON JONES;CIRYL GANE;04/03/2023;W;L;Submission;UFC Heavyweight Title Bout;belt;- - -;- - -
VALENTINA SHEVCHENKO;ALEXA GRASSO;04/03/2023;L;W;Submission;UFC Women's Flyweight Title Bout;belt;29 29 29;28 28 28
GEOFF NEAL;SHAVKAT RAKHMONOV;04/03/2023;L;W;Submission;Welterweight Bout;fight;18 18 18;20 20 20
MATEUSZ GAMROT;JALIN TURNER;04/03/2023;W;L;Decision - Split;Lightweight Bout;-;29 28 30;28 29 27
BO NICKAL;JAMIE PICKETT;04/03/2023;W;L;Submission;Middleweight Bout;perf;- - -;- - -
CODY GARBRANDT;TREVIN JONES;04/03/2023;W;L;Decision - Unanimous;Bantamweight Bout;-;29 29 29;28 28 28
DEREK BRUNSON;DRICUS DU PLESSIS;04/03/2023;L;W;KO/TKO;Middleweight Bout;-;10 10 10;9 9 9
VIVIANE ARAUJO;AMANDA RIBAS;04/03/2023;L;W;Decision - Unanimous;Women's Flyweight Bout;-;27 26 27;29 30 30
JULIAN MARQUEZ;MARC-ANDRE BARRIAULT;04/03/2023;L;W;KO/TKO;Middleweight Bout;-;10 10 10;9 9 9
IAN MACHADO GARRY;SONG KENAN;04/03/2023;W;L;KO/TKO;Welterweight Bout;-;19 19 19;19 19 19
MANA MARTINEZ;CAMERON SAAIMAN;04/03/2023;L;W;Decision - Majority;Bantamweight Bout;-;26 28 27;29 28 28
JESSICA PENNE;TABATHA RICCI;04/03/2023;L;W;Submission;Women's Strawweight Bout;-;9 9 9;10 10 10
DA'MON BLACKSHEAR;FARID BASHARAT;04/03/2023;L;W;Decision - Unanimous;Bantamweight Bout;-;28 28 28;29 29 29
ESTEBAN RIBOVICS;LOIK RADZHABOV;04/03/2023;L;W;Decision - Unanimous;Lightweight Bout;-;28 28 28;29 29 29
ANDRE MUNIZ;BRENDAN ALLEN;25/02/2023;L;W;Submission;Middleweight Bout;perf;19 18 18;19 20 20
AUGUSTO SAKAI;DON'TALE MAYES;25/02/2023;W;L;Decision - Unanimous;Heavyweight Bout;-;30 30 30;27 27 27
TATIANA SUAREZ;MONTANA DE LA ROSA;25/02/2023;W;L;Submission;Women's Flyweight Bout;perf;10 10 10;9 9 9
MIKE MALOTT;YOHAN LAINESSE;25/02/2023;W;L;Submission;Welterweight Bout;perf;- - -;- - -
ERICK GONZALEZ;TREVOR PEEK;25/02/2023;L;W;KO/TKO;Lightweight Bout;perf;- - -;- - -
JASMINE JASUDAVICIUS;GABRIELLA FERNANDES;25/02/2023;W;L;Decision - Unanimous;Women's Flyweight Bout;-;30 30 30;26 26 26
JORDAN LEAVITT;VICTOR MARTINEZ;25/02/2023;W;L;KO/TKO;Lightweight Bout;perf;- - -;- - -
ODE OSBOURNE;CHARLES JOHNSON;25/02/2023;W;L;Decision - Split;Catch Weight Bout;-;28 29 29;29 28 28
JOE SOLECKI;CARL DEATON;25/02/2023;W;L;Submission;Lightweight Bout;perf;10 10 10;9 9 9
RAFAEL ALVES;NURULLO ALIEV;25/02/2023;L;W;Decision - Majority;Lightweight Bout;-;27 27 28;29 29 28
JESSICA ANDRADE;ERIN BLANCHFIELD;18/02/2023;L;W;Submission;Women's Flyweight Bout;perf;10 9 9;9 10 10
JORDAN WRIGHT;ZAC PAUGA;18/02/2023;L;W;Decision - Unanimous;Light Heavyweight Bout;-;27 28 27;30 29 30
JOSH PARISIAN;JAMAL POGUES;18/02/2023;L;W;Decision - Unanimous;Heavyweight Bout;-;28 27 27;29 30 30
WILLIAM KNIGHT;MARCIN PRACHNIO;18/02/2023;L;W;Decision - Unanimous;Light Heavyweight Bout;-;27 27 27;30 30 30
JIM MILLER;ALEXANDER HERNANDEZ;18/02/2023;L;W;Decision - Unanimous;Lightweight Bout;-;28 27 27;29 30 30
NAZIM SADYKHOV;EVAN ELDER;18/02/2023;W;L;TKO - Doctor's Stoppage;Lightweight Bout;fight;18 18 18;20 20 20
LINA LANSBERG;MAYRA BUENO SILVA;18/02/2023;L;W;Submission;Women's Bantamweight Bout;perf;9 9 6;10 10 10
JAMALL EMMERS;KHUSEIN ASKHABOV;18/02/2023;W;L;Decision - Unanimous;Featherweight Bout;-;30 30 30;27 27 27
OVINCE SAINT PREUX;PHILIPE LINS;18/02/2023;L;W;KO/TKO;Light Heavyweight Bout;-;- - -;- - -
AJ FLETCHER;THEMBA GORIMBO;18/02/2023;W;L;Submission;Welterweight Bout;-;10 10 10;9 9 9
CLAYTON CARPENTER;JUANCAMILO RONDEROS;18/02/2023;W;L;Submission;Flyweight Bout;-;- - -;- - -
ISLAM MAKHACHEV;ALEXANDER VOLKANOVSKI;12/02/2023;W;L;Decision - Unanimous;UFC Lightweight Title Bout;belt;48 48 49;47 47 46
YAIR RODRIGUEZ;JOSH EMMETT;12/02/2023;W;L;Submission;UFC Interim Featherweight Title Bout;belt;9 10 10;10 9 9
JACK DELLA MADDALENA;RANDY BROWN;12/02/2023;W;L;Submission;Welterweight Bout;perf;- - -;- - -
JUSTIN TAFA;PARKER PORTER;12/02/2023;W;L;KO/TKO;Heavyweight Bout;-;- - -;- - -
TYSON PEDRO;MODESTAS BUKAUSKAS;12/02/2023;L;W;Decision - Unanimous;Light Heavyweight Bout;-;27 28 28;30 29 29
JOSH CULIBAO;MELSIK BAGHDASARYAN;12/02/2023;W;L;Submission;Featherweight Bout;-;9 9 9;10 10 10
SHANNON ROSS;KLEYDSON RODRIGUES;12/02/2023;L;W;KO/TKO;Flyweight Bout;-;- - -;- - -
JAMIE MULLARKEY;FRANCISCO PRADO;12/02/2023;W;L;Decision - Unanimous;Lightweight Bout;-;30 30 30;27 27 27
JACK JENKINS;DON SHAINIS;12/02/2023;W;L;Decision - Unanimous;Featherweight Bout;-;30 30 29;27 27 28
LOMA LOOKBOONMEE;ELISE REED;12/02/2023;W;L;Submission;Women's Strawweight Bout;-;9 9 9;10 10 10
SHANE YOUNG;BLAKE BILDER;12/02/2023;L;W;Decision - Unanimous;Featherweight Bout;-;27 28 27;30 29 30
ZUBAIRA TUKHUGOV;ELVES BRENER;12/02/2023;L;W;Decision - Split;Lightweight Bout;-;28 27 29;29 30 28
DERRICK LEWIS;SERGHEI SPIVAC;04/02/2023;L;W;Submission;Heavyweight Bout;perf;- - -;- - -
DA WOON JUNG;DEVIN CLARK;04/02/2023;L;W;Decision - Unanimous;Light Heavyweight Bout;-;27 27 27;30 30 30
MARCIN TYBURA;BLAGOY IVANOV;04/02/2023;W;L;Decision - Unanimous;Heavyweight Bout;-;29 29 30;28 28 27
YUSAKU KINOSHITA;ADAM FUGITT;04/02/2023;L;W;KO/TKO;Welterweight Bout;-;- - -;- - -
JEKA SARAGIH;ANSHUL JUBLI;04/02/2023;L;W;KO/TKO;Road To UFC 1 Lightweight Tournament Title Bout;belt;9 9 9;10 10 10
JEONGYEONG LEE;YIZHA;04/02/2023;W;L;Decision - Split;Road To UFC 1 Featherweight Tournament Title Bout;belt;29 27 29;28 30 28
TOSHIOMI KAZAMA;RINYA NAKAMURA;04/02/2023;L;W;KO/TKO;Road To UFC 1 Bantamweight Tournament Title Bout;belt;- - -;- - -
SEUNGGUK CHOI;HYUNSUNG PARK;04/02/2023;L;W;Submission;Road to UFC 1 Flyweight Tournament Title Bout;belt;19 19 18;19 19 20
JUNYONG PARK;DENIS TIULIULIN;04/02/2023;W;L;Submission;Middleweight Bout;-;- - -;- - -
TATSURO TAIRA;JESUS AGUILAR;04/02/2023;W;L;Submission;Flyweight Bout;perf;- - -;- - -
GLOVER TEIXEIRA;JAMAHAL HILL;21/01/2023;L;W;Decision - Unanimous;UFC Light Heavyweight Title Bout;belt;44 44 44;50 50 50
DEIVESON FIGUEIREDO;BRANDON MORENO;21/01/2023;L;W;TKO - Doctor's Stoppage;UFC Flyweight Title Bout;belt;27 28 28;29 29 29
GILBERT BURNS;NEIL MAGNY;21/01/2023;W;L;Submission;Welterweight Bout;-;- - -;- - -
LAUREN MURPHY;JESSICA ANDRADE;21/01/2023;L;W;Decision - Unanimous;Women's Flyweight Bout;-;25 26 25;30 30 30
PAUL CRAIG;JOHNNY WALKER;21/01/2023;L;W;KO/TKO;Light Heavyweight Bout;-;- - -;- - -
MAURICIO RUA;IHOR POTIERIA;21/01/2023;L;W;KO/TKO;Light Heavyweight Bout;-;- - -;- - -
GREGORY RODRIGUES;BRUNNO FERREIRA;21/01/2023;L;W;KO/TKO;Middleweight Bout;-;- - -;- - -
THIAGO MOISES;MELQUIZAEL COSTA;21/01/2023;W;L;Submission;Lightweight Bout;-;10 10 10;9 9 9
GABRIEL BONFIM;MOUNIR LAZZEZ;21/01/2023;W;L;Submission;Welterweight Bout;-;- - -;- - -
SHAMIL ABDURAKHIMOV;JAILTON ALMEIDA;21/01/2023;L;W;KO/TKO;Heavyweight Bout;perf;8 9 8;10 10 10
LUAN LACERDA;CODY STAMANN;21/01/2023;L;W;Decision - Unanimous;Bantamweight Bout;-;28 28 28;29 29 29
ISMAEL BONFIM;TERRANCE MCKINNEY;21/01/2023;W;L;KO/TKO;Lightweight Bout;perf;10 10 10;9 9 9
WARLLEY ALVES;NICOLAS DALBY;21/01/2023;L;W;Decision - Split;Welterweight Bout;-;28 29 28;29 28 29
JOSIANE NUNES;ZARAH FAIRN;21/01/2023;W;L;Decision - Unanimous;Women's Featherweight Bout;-;29 29 29;28 28 28
SAIMON OLIVEIRA;DANIEL MARCOS;21/01/2023;L;W;KO/TKO;Bantamweight Bout;-;9 9 9;10 10 10
SEAN STRICKLAND;NASSOURDINE IMAVOV;14/01/2023;W;L;Decision - Unanimous;Light Heavyweight Bout;-;48 49 49;47 46 46
DAN IGE;DAMON JACKSON;14/01/2023;W;L;KO/TKO;Featherweight Bout;perf;10 10 10;9 9 9
PUNAHELE SORIANO;ROMAN KOPYLOV;14/01/2023;L;W;KO/TKO;Middleweight Bout;perf;9 9 9;10 10 10
KETLEN VIEIRA;RAQUEL PENNINGTON;14/01/2023;L;W;Decision - Split;Women's Bantamweight Bout;-;28 28 29;29 29 28
UMAR NURMAGOMEDOV;RAONI BARCELOS;14/01/2023;W;L;KO/TKO;Bantamweight Bout;perf;- - -;- - -
JAVID BASHARAT;MATEUS MENDONCA;14/01/2023;W;L;Decision - Unanimous;Bantamweight Bout;-;30 30 29;27 27 28
CLAUDIO RIBEIRO;ABDUL RAZAK ALHASSAN;14/01/2023;L;W;KO/TKO;Middleweight Bout;-;9 9 9;10 10 10
MATEUSZ REBECKI;NICK FIORE;14/01/2023;W;L;Decision - Unanimous;Lightweight Bout;-;30 30 30;26 27 27
ALLAN NASCIMENTO;CARLOS HERNANDEZ;14/01/2023;W;L;Submission;Flyweight Bout;perf;- - -;- - -
DAN ARGUETA;NICK AGUIRRE;14/01/2023;W;L;Decision - Unanimous;Featherweight Bout;-;30 30 30;27 27 27
CHARLES JOHNSON;JIMMY FLICK;14/01/2023;W;L;KO/TKO;Flyweight Bout;-;- - -;- - -
JARED CANNONIER;SEAN STRICKLAND;17/12/2022;W;L;Decision - Split;Middleweight Bout;-;49 46 49;46 49 46
ARMAN TSARUKYAN;DAMIR ISMAGULOV;17/12/2022;W;L;Decision - Unanimous;Lightweight Bout;-;30 30 30;27 27 27
AMIR ALBAZI;ALESSANDRO COSTA;17/12/2022;W;L;KO/TKO;Flyweight Bout;-;20 19 19;18 19 19
ALEX CACERES;JULIAN EROSA;17/12/2022;W;L;KO/TKO;Featherweight Bout;perf;- - -;- - -
DREW DOBER;KING GREEN;17/12/2022;W;L;KO/TKO;Lightweight Bout;fight;9 9 9;10 10 10
CODY BRUNDAGE;MICHAL OLEKSIEJCZUK;17/12/2022;L;W;KO/TKO;Middleweight Bout;perf;- - -;- - -
CHEYANNE VLISMAS;CORY MCKENNA;17/12/2022;L;W;Decision - Unanimous;Women's Strawweight Bout;-;28 28 28;29 29 29
JAKE MATTHEWS;MATTHEW SEMELSBERGER;17/12/2022;L;W;Decision - Unanimous;Welterweight Bout;-;28 28 27;29 29 30
SAID NURMAGOMEDOV;SAIDYOKUB KAKHRAMONOV;17/12/2022;W;L;Submission;Bantamweight Bout;-;9 9 9;10 10 10
RAFA GARCIA;MAHESHATE;17/12/2022;W;L;Decision - Unanimous;Lightweight Bout;-;30 30 30;27 27 27
BRYAN BATTLE;RINAT FAKHRETDINOV;17/12/2022;L;W;Decision - Unanimous;Welterweight Bout;-;25 25 27;30 30 30
DAVID DVORAK;MANEL KAPE;17/12/2022;L;W;Decision - Unanimous;Flyweight Bout;-;27 27 28;30 30 29
SERGEY MOROZOV;JOURNEY NEWSON;17/12/2022;W;L;Decision - Unanimous;Bantamweight Bout;-;30 29 29;27 28 28
PADDY PIMBLETT;JARED GORDON;10/12/2022;W;L;Decision - Unanimous;Lightweight Bout;-;29 29 29;28 28 28
SANTIAGO PONZINIBBIO;ALEX MORONO;10/12/2022;W;L;KO/TKO;Catch Weight Bout;perf;19 18 18;19 20 20
DARREN TILL;DRICUS DU PLESSIS;10/12/2022;L;W;Submission;Middleweight Bout;fight;19 18 18;19 19 19
BRYCE MITCHELL;ILIA TOPURIA;10/12/2022;L;W;Submission;Featherweight Bout;perf;9 9 9;10 10 10
RAUL ROSAS JR.;JAY PERRIN;10/12/2022;W;L;Submission;Bantamweight Bout;perf;- - -;- - -
JAIRZINHO ROZENSTRUIK;CHRIS DAUKAUS;10/12/2022;W;L;KO/TKO;Heavyweight Bout;perf;- - -;- - -
EDMEN SHAHBAZYAN;DALCHA LUNGIAMBULA;10/12/2022;W;L;KO/TKO;Middleweight Bout;perf;10 10 10;9 9 9
CHRIS CURTIS;JOAQUIN BUCKLEY;10/12/2022;W;L;KO/TKO;Middleweight Bout;perf;9 9 9;10 10 10
BILLY QUARANTILLO;ALEXANDER HERNANDEZ;10/12/2022;W;L;KO/TKO;Featherweight Bout;perf;9 9 9;10 10 10
TJ BROWN;ERIK SILVA;10/12/2022;W;L;Submission;Featherweight Bout;perf;20 20 20;18 18 18
CAMERON SAAIMAN;STEVEN KOSLOW;10/12/2022;W;L;KO/TKO;Bantamweight Bout;perf;19 18 18;18 19 19
STEPHEN THOMPSON;KEVIN HOLLAND;03/12/2022;W;L;KO/TKO;Welterweight Bout;fight;39 39 39;36 37 36
BRYAN BARBERENA;RAFAEL DOS ANJOS;03/12/2022;L;W;Submission;Welterweight Bout;-;9 9 9;10 10 10
MATHEUS NICOLAU;MATT SCHNELL;03/12/2022;W;L;KO/TKO;Flyweight Bout;-;10 10 10;9 9 9
TAI TUIVASA;SERGEI PAVLOVICH;03/12/2022;L;W;KO/TKO;Heavyweight Bout;perf;- - -;- - -
JACK HERMANSSON;ROMAN DOLIDZE;03/12/2022;L;W;KO/TKO;Middleweight Bout;perf;10 10 10;9 9 9
ERYK ANDERS;KYLE DAUKAUS;03/12/2022;W;L;KO/TKO;Middleweight Bout;-;10 10 10;9 9 9
NIKO PRICE;PHIL ROWE;03/12/2022;L;W;KO/TKO;Welterweight Bout;-;18 18 18;20 20 20
ANGELA HILL;EMILY DUCOTE;03/12/2022;W;L;Decision - Unanimous;Women's Strawweight Bout;-;30 30 30;27 27 27
CLAY GUIDA;SCOTT HOLTZMAN;03/12/2022;W;L;Decision - Split;Lightweight Bout;-;28 29 29;29 28 28
